ID	NAME	EQUATION	Xexp_mean_normalized	XNlim_mean_normalized	Aexp_mean_normalized	ANlim_mean_normalized	GexpUrea_mean_normalized	GNlimUrea_mean_normalized
r_0960	pyruvate decarboxylase (acetoin-forming)	acetaldehyde[c] + H+[c] + pyruvate[c] => (R)-acetoin[c] + carbon dioxide[c]	0.0013468446902149868	5.096540553322174e-05	2.1078670090758682e-05	4.4381379413789063e-05	5.724445648535781e-05	0.0006181440178005573
r_0961	pyruvate dehydrogenase	coenzyme A[m] + NAD[m] + pyruvate[m] => acetyl-CoA[m] + carbon dioxide[m] + NADH[m]	0.4033673719793334	0.7454489564352339	0.22564612657156097	0.33547469613478875	0.8528214667735314	0.9344862092121595
r_0962	pyruvate kinase	ADP[c] + H+[c] + phosphoenolpyruvate[c] => ATP[c] + pyruvate[c]	0.629076246919609	0.8566589468609099	8.00643820987486e-05	0.0001919174807938607	1.338386402598667	1.1550455687748942
r_0963	quinone oxidoreductase	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + NADH[m] + oxygen[m] => 2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H2O[m] + NAD[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0964	reduced glutathione via ABC system	ATP[c] + glutathione[c] + H2O[c] => ADP[c] + glutathione[v] + H+[c] + phosphate[c]	0.00030208670203925005	0.0005569192565411015	0.0	0.00015312450655790506	0.0004118652329674684	0.0015732133945859277
r_0965	riboflavin kinase	ATP[c] + riboflavin[c] => ADP[c] + FMN[c] + H+[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0966	riboflavin kinase	ATP[m] + riboflavin[m] => ADP[m] + FMN[m] + H+[m]	-1.107629006590806e-13	-1.0250718456379374e-12	0.0	4.750876329410246e-13	0.0	0.0
r_0967	riboflavin synthase	2-hydroxy-3-oxobutyl phosphate[c] + 5-amino-6-(D-ribitylamino)uracil[c] => 6,7-dimethyl-8-(1-D-ribityl)lumazine[c] + 2 H2O[c] + phosphate[c]	5.7384715550920136e-05	6.741991241502235e-05	2.1815147002269675e-05	1.2058599979622547e-05	0.000151268505283827	9.157937675767544e-05
r_0968	riboflavin synthase	2 6,7-dimethyl-8-(1-D-ribityl)lumazine[c] => 5-amino-6-(D-ribitylamino)uracil[c] + riboflavin[c]	2.8692357775460068e-05	3.3709956207511173e-05	1.0907573501134837e-05	6.029299989811247e-06	7.56342526419135e-05	4.578968837883772e-05
r_0969	ribokinase	ATP[c] + D-ribose[c] => ADP[c] + H+[c] + ribose-5-phosphate[c]	4.147888827267328e-06	9.830297483752576e-06	2.2094974712330497e-06	3.608173276383617e-06	7.5446923626907105e-06	4.607363155610072e-06
r_0970	ribonucleoside-triphosphate reductase (ATP)	ATP[c] + TRX1[c] => dATP[c] + H2O[c] + TRX1 disulphide[c]	6.552587887541913e-05	7.784606233026692e-05	2.5188383674585297e-05	1.3846258029119343e-05	0.00017422245077790957	0.00010599171604339039
r_0971	ribonucleoside-triphosphate reductase (CTP)	CTP[c] + TRX1[c] => dCTP[c] + H2O[c] + TRX1 disulphide[c]	2.4790417199972633e-06	7.021268197864947e-06	4.003626525586848e-07	5.456705463993341e-06	7.000223139910076e-06	5.931928015203311e-06
r_0972	ribonucleoside-triphosphate reductase (GTP)	GTP[c] + TRX1[c] => dGTP[c] + H2O[c] + TRX1 disulphide[c]	1.2541369002841393e-06	2.9480872895744028e-05	5.749847835142598e-07	2.2538248937004982e-07	3.9594057925558065e-06	2.7069257517908215e-06
r_0973	ribonucleoside-triphosphate reductase (UTP)	UTP[c] + TRX1[c] => dUTP[c] + H2O[c] + TRX1 disulphide[c]	4.260243346175883e-05	3.074906809963157e-05	1.0752689760245292e-05	1.4933561100598065e-05	8.029289607263335e-05	4.1997516929087146e-05
r_0974	ribonucleotide reductase	ADP[c] + TRX1[c] => dADP[c] + H2O[c] + TRX1 disulphide[c]	1.1331343956050534e-06	4.699999273128126e-07	1.524436512834925e-07	1.612054899352012e-07	1.493489703312993e-06	3.883680690544763e-07
r_0975	ribonucleotide reductase	ADP[n] + TRX1[n] => dADP[n] + H2O[n] + TRX1 disulphide[n]	0.0	0.0	0.0	0.0	0.0	0.0
r_0976	ribonucleotide reductase	CDP[c] + TRX1[c] => dCDP[c] + H2O[c] + TRX1 disulphide[c]	0.0001731410059480915	0.0002200259567239454	7.137376748907016e-05	5.650467026877129e-05	0.00037205317294046946	0.00025296745161994396
r_0977	ribonucleotide reductase	CDP[n] + TRX1[n] => dCDP[n] + H2O[n] + TRX1 disulphide[n]	0.0	0.0	0.0	0.0	0.0	0.0
r_0978	ribonucleotide reductase	GDP[c] + TRX1[c] => dGDP[c] + H2O[c] + TRX1 disulphide[c]	0.00010597992792701654	9.650583595329656e-05	4.019069395809956e-05	2.2308363171716547e-05	0.0002787140636772223	0.00016842625303780228
r_0979	ribonucleotide reductase	GDP[n] + TRX1[n] => dGDP[n] + H2O[n] + TRX1 disulphide[n]	0.0	0.0	0.0	0.0	0.0	0.0
r_0982	ribose-5-phosphate isomerase	D-ribulose 5-phosphate[c] <=> ribose-5-phosphate[c]	0.3166947294290022	0.3485918820301609	0.022407487966756724	0.003939884552682072	0.2081551221857235	0.05917486101343095
r_0983	ribosylnicotinamide kinase	ATP[c] + nicotinamide ribose[c] => ADP[c] + H+[c] + NMN[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0984	ribulose 5-phosphate 3-epimerase	D-ribulose 5-phosphate[c] <=> D-xylulose 5-phosphate[c]	0.7100393718817154	0.8683037586902412	0.035113050660975816	0.004032445012780715	0.39965088479611266	0.6370922864025159
r_0985	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	3-hexaprenyl-4,5-dihydroxybenzoic acid[m] + S-adenosyl-L-methionine[m] => 3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] + S-adenosyl-L-homocysteine[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_0986	S-adenosyl-methionine delta-24-sterol-c-methyltransferase	S-adenosyl-L-methionine[c] + zymosterol[c] => fecosterol[c] + H+[c] + S-adenosyl-L-homocysteine[c]	0.0008146758520640076	0.0013748382044345751	0.0002683117313828361	0.0002889991405106505	0.0006059859625680485	0.0031087849659063517
r_0987	S-formylglutathione hydralase	H2O[c] + S-formylglutathione[c] <=> formate[c] + glutathione[c] + H+[c]	0.0	-1.5654452925008083e-20	0.0	-3.471506353189925e-21	2.1888291783418805e-20	-8.325788166687722e-21
r_0988	saccharopine dehydrogenase (NAD, L-lysine forming)	H2O[c] + L-saccharopine[c] + NAD[c] => 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c]	0.005164711480242411	0.002707092803047125	0.0017641062229506628	0.0005354341038057303	0.019596918184487437	0.004235769128379623
r_0989	saccharopine dehydrogenase (NADP, L-glutamate forming)	H+[c] + L-allysine[c] + L-glutamate[c] + NADPH[c] => H2O[c] + L-saccharopine[c] + NADP(+)[c]	0.005164711480242411	0.002707092803047125	0.0017641062229506628	0.0005354341038057303	0.019596918184487437	0.004235769128379623
r_0990	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	sedoheptulose 1,7-bisphosphate[c] <=> D-erythrose 4-phosphate[c] + dihydroxyacetone phosphate[c]	0.11381550623211811	0.16097533301158143	3.637899087044672e-05	0.00017645835915096276	0.16832365699754961	0.03436827337906296
r_0992	serine O-acetyltransferase	acetyl-CoA[c] + L-serine[c] => coenzyme A[c] + O-acetyl-L-serine[c]	6.827724695108813e-05	0.0002567025883519723	2.2473039642043344e-05	2.6802166435580682e-05	0.00018043206020729424	0.00017038605868934756
r_0993	serine palmitotransferase	L-serine[er] + palmitoyl-CoA[er] => 3-ketosphinganine[er] + carbon dioxide[er] + coenzyme A[er]	0.0	0.0	0.0	0.0	0.0	0.0
r_0995	seryl-tRNA synthetase	ATP[c] + L-serine[c] + tRNA(Ser)[c] => AMP[c] + diphosphate[c] + Ser-tRNA(Ser)[c]	0.010627707325416033	0.005609541186272663	0.003556474937675568	0.0011051706010487652	0.04063301246628585	0.00878005711611569
r_0996	shikimate dehydrogenase	3-dehydroshikimate[c] + H+[c] + NADPH[c] => NADP(+)[c] + shikimate[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0997	shikimate kinase	ATP[c] + shikimate[c] => 3-phosphoshikimic acid[c] + ADP[c] + H+[c]	0.008061823612160634	0.0043162135205729564	0.00269793154532116	0.0008627997389096756	0.03082247113094792	0.0067837523173179155
r_0998	sirohydrochlorin dehydrogenase	NAD[c] + precorrin-2[c] => H+[c] + NADH[c] + sirohydrochlorin[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_0999	sirohydrochlorin ferrochetalase	iron(2+)[c] + sirohydrochlorin[c] => 3 H+[c] + siroheme[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1001	spermidine synthase	putrescine[c] + S-adenosylmethioninamine[c] => 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermidine[c]	3.280803006089123e-06	4.357137645665485e-06	4.631049649793595e-07	9.738891401628818e-07	3.75649916217285e-06	4.459300255879046e-06
r_1002	spermine synthase	S-adenosylmethioninamine[c] + spermidine[c] => 5'-S-methyl-5'-thioadenosine[c] + H+[c] + spermine[c]	3.869655934900474e-06	5.946710584798982e-06	9.873851717109107e-07	1.2440547229338485e-06	4.64457191373244e-06	9.038101954147846e-06
r_1003	sphinganine phosphate lyase	sphinganine 1-phosphate[er] => hexadecanal[er] + O-phosphoethanolamine[er]	0.0	0.0	0.0	0.0	0.0	0.0
r_1004	sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate)	H2O[er] + phytosphingosine 1-phosphate[er] => phosphate[er] + phytosphingosine[er]	1.8941414128969363e-09	1.1039886751843726e-07	1.1595517198769113e-07	8.801277707620673e-08	9.811036288656536e-08	1.994463814331399e-08
r_1005	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase)	H2O[er] + sphinganine 1-phosphate[er] => phosphate[er] + sphinganine[er]	2.5407435159781693e-09	1.1039815958229367e-07	6.514572504542938e-08	5.1842852934617705e-08	9.811036288669013e-08	2.8492344275069043e-09
r_1006	sphingolipid long chain base kinase (phytosphingosine)	ATP[er] + phytosphingosine[er] => ADP[er] + H+[er] + phytosphingosine 1-phosphate[er]	1.8941414128969363e-09	1.1039886751843726e-07	1.1595517198769113e-07	8.801277707620673e-08	9.811036288656536e-08	1.994463814331399e-08
r_1007	sphingolipid long chain base kinase (sphinganine)	ATP[er] + sphinganine[er] => ADP[er] + H+[er] + sphinganine 1-phosphate[er]	2.5407435159781747e-09	1.1039815958229367e-07	6.514572504542938e-08	5.1842852934598746e-08	9.811036288669013e-08	2.8492344275069043e-09
r_1010	squalene epoxidase (NAD)	H+[er] + NADH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NAD[er]	0.0	0.0	0.0	0.0	0.0	0.0
r_1011	squalene epoxidase (NADP)	H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]	0.0008148280733419602	0.0013781677788769612	0.0002683543722122681	0.0002890472737760031	0.0006060710399045374	0.003109138169289785
r_1012	squalene synthase	2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c]	0.0008148280733419602	0.0013781677788769612	0.0002683543722122681	0.0002890472737760031	0.0006060710399045374	0.003109138169289785
r_1021	succinate dehydrogenase (ubiquinone-6)	succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m]	0.3613330759119174	0.7171186714836696	0.7305379938155682	0.6898008422079875	0.6877662557161347	0.8890082515107798
r_1022	succinate-CoA ligase (ADP-forming)	ADP[m] + phosphate[m] + succinyl-CoA[m] => ATP[m] + coenzyme A[m] + succinate[m]	0.2885011324892256	0.685302377303208	0.01771785511106017	0.0203741286719407	0.39986492210205976	0.8159057453613648
r_1023	succinate-semialdehyde dehydrogenase (NADP)	H2O[c] + NADP(+)[c] + succinic semialdehyde[c] => 2 H+[c] + NADPH[c] + succinate[c]	0.0006163730537253824	0.0006312493615634079	0.00013177563319973504	0.00017759040645367783	0.00019421175391178973	0.0017835174956131621
r_1024	sucrose hydrolyzing enxyme	H2O[e] + sucrose[e] => D-fructose[e] + D-glucose[e]	0.0	0.0	0.0	0.0	0.0	0.0
r_1025	sulfate adenylyltransferase	ATP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + diphosphate[c]	0.0016306498341561355	0.000256768041477315	0.00013368889713565447	0.0002768107256786671	0.009960541626882436	0.002430954042148113
r_1026	sulfate adenylyltransferase (ADP)	ADP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + phosphate[c]	0.002032803622453256	0.0017379220996865308	0.0012551680226164936	0.00030995917846726647	0.006795744314396532	0.0020724341507405565
r_1027	sulfite reductase (NADPH2)	5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c]	0.0032685221891152493	0.0016780691383645938	0.0013394792726612384	0.00047942201074709746	0.016577431226073906	0.0038907739538158984
r_1028	taurcholate via ABC system	ATP[c] + H2O[c] + taurocholic acid[c] => ADP[c] + H+[c] + phosphate[c] + taurocholic acid[v]	0.0	0.0	0.0	0.0	0.0	0.0
r_1029	taurine dioxygenase	2-oxoglutarate[c] + oxygen[c] + taurine[c] => aminoacetaldehyde[c] + carbon dioxide[c] + H+[c] + succinate[c] + sulphite[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1030	tetrahydrofolate aminomethyltransferase	5,10-methenyl-THF[m] + H2O[m] => 5-formyltetrahydrofolic acid[m] + H+[m]	1.2068281470164342e-05	5.7635451013989806e-05	7.39191316034715e-06	2.806011321003251e-07	6.33390103550953e-07	5.3895459666688134e-05
r_1031	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	ATP[c] + L-glutamate[c] + THF[c] <=> 5,6,7,8-tetrahydrofolyl-L-glutamic acid[c] + ADP[c] + H+[c] + phosphate[c]	-9.178101201154338e-22	0.0	2.5808502476278333e-22	4.330704175604435e-19	-6.840091182318377e-22	0.0
r_1032	thiamin diphosphatase	2 H2O[e] + TDP[e] => H+[e] + 2 phosphate[e] + thiamine[e]	0.0	0.0	0.0	0.0	0.0	0.0
r_1033	thiamin phosphatase	H2O[e] + TMP[e] => phosphate[e] + thiamine[e]	0.0	0.0	0.0	0.0	0.0	0.0
r_1034	thiamine diphosphokinase	ATP[c] + thiamine[c] => AMP[c] + H+[c] + TDP[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1035	thiamine-diphosphate kinase	ATP[c] + TDP[c] => ADP[c] + thiamine(1+) triphosphate(4-)[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1036	thiamine-phosphate diphosphorylase	4-amino-2-methyl-5-diphosphomethylpyrimidine[c] + 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] + H+[c] => diphosphate[c] + TMP[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1038	thioredoxin reductase (NADPH)	H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c]	0.004383283815798055	0.0025411815933655377	0.001761319367873344	0.0009212336448844704	0.01806675124776249	0.0057911965867386865
r_1039	thioredoxin reductase (NADPH)	H+[m] + NADPH[m] + TRX1 disulphide[m] => NADP(+)[m] + TRX1[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1040	threonine aldolase	L-threonine[c] => acetaldehyde[c] + L-glycine[c]	0.001208431331737366	0.0005394800418778446	0.002687730289743416	0.0004261744440911214	0.00021449323604621568	0.0016214225682838618
r_1041	threonine synthase	H2O[c] + O-phospho-L-homoserine[c] => L-threonine[c] + phosphate[c]	0.011235978126603015	0.005995490015080599	0.005854705547016429	0.0015479975560589363	0.030286837026137232	0.009097587797029173
r_1042	threonyl-tRNA synthetase	ATP[c] + L-threonine[c] + tRNA(Thr)[c] => AMP[c] + diphosphate[c] + Thr-tRNA(Thr)[c]	0.006682913866576419	0.0035273894945402787	0.00223638310026288	0.000694952896590995	0.025550854905374676	0.005521080113225625
r_1043	threonyl-tRNA synthetase	ATP[m] + L-threonine[m] + tRNA(Thr)[m] => AMP[m] + diphosphate[m] + Thr-tRNA(Thr)[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1045	thymidylate synthase	5,10-methylenetetrahydrofolate[c] + dUMP[c] => dihydrofolic acid[c] + dTMP[c]	0.00011098841630254731	0.0001318095841723985	4.176114116026729e-05	5.436119117227978e-05	0.00017667282268323342	0.00012976371777463565
r_1046	trans-aconitate 3-methyltransferase	S-adenosyl-L-methionine[c] + trans-aconitate[c] => (2E)-3-(methoxycarbonyl)pent-2-enedioic acid[c] + S-adenosyl-L-homocysteine[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1047	trans-pentaprenyltranstransferase	isopentenyl diphosphate[m] + pentaprenyl diphosphate[m] => diphosphate[m] + hexaprenyl diphosphate[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1048	transaldolase	glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c] <=> D-erythrose 4-phosphate[c] + D-fructose 6-phosphate[c]	0.19313825101519624	0.17877058085494807	0.01884971795401056	0.0020894592355050192	0.00944142949885328	0.012422568073458436
r_1049	transketolase 1	D-xylulose 5-phosphate[c] + ribose-5-phosphate[c] <=> glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c]	0.3069537572473127	0.3397459138665291	0.01888609694488099	0.0022659175946560055	0.17776508649640277	0.046790841452521714
r_1050	transketolase 2	D-erythrose 4-phosphate[c] + D-xylulose 5-phosphate[c] <=> D-fructose 6-phosphate[c] + glyceraldehyde 3-phosphate[c]	0.29889193363515354	0.3354297003459568	0.016188165399559758	0.0014031178557463296	0.14694261536545647	0.040007089135203726
r_1051	trehalose-phosphatase	alpha,alpha-trehalose 6-phosphate[c] + H2O[c] => phosphate[c] + trehalose[c]	0.00316592211251969	0.005259790398081771	0.0013867833935034856	0.0008648717076573999	0.006316307521285082	0.02071888738068795
r_1054	triose-phosphate isomerase	dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c]	0.109929420532764	0.15641729714441158	-0.049830535633870895	-0.02003420610821456	0.5778550241571188	0.2931212131271524
r_1055	tryptophan synthase (indoleglycerol phosphate)	1-C-(indol-3-yl)glycerol 3-phosphate[c] + L-serine[c] => glyceraldehyde 3-phosphate[c] + H2O[c] + L-tryptophan[c]	0.0015065859824690245	0.0008126733852142498	0.0005042065235254854	0.00017061332520963856	0.0057581749603727375	0.0012670778461206414
r_1056	tryptophan transaminase	2-oxoglutarate[c] + L-tryptophan[c] => indole-3-pyruvate[c] + L-glutamate[c]	2.416445188251763e-07	2.345945945330394e-06	4.043535589861329e-08	7.527911812070784e-06	8.63017739184625e-08	2.7654753337616345e-06
r_1057	tryptophanyl-tRNA synthetase	ATP[c] + L-tryptophan[c] + tRNA(Trp)[c] => AMP[c] + diphosphate[c] + Trp-tRNA(Trp)[c]	0.0015058213133564494	0.000794809285574408	0.0005039100638005863	0.0001565900436996658	0.00575722583233829	0.001244031829716234
r_1058	tryptophanyl-tRNA synthetase	ATP[m] + L-tryptophan[m] + tRNA(Trp)[m] => AMP[m] + diphosphate[m] + Trp-tRNA(Trp)[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1063	tyrosine transaminase	3-(4-hydroxyphenyl)pyruvate[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-tyrosine[c]	0.005317419225301754	0.0002616718966917804	0.0004990945342085714	0.0006867879860183499	0.09698117728214659	0.006063936437420358
r_1065	tyrosine transaminase	3-(4-hydroxyphenyl)pyruvate[p] + L-glutamate[p] => 2-oxoglutarate[p] + L-tyrosine[p]	0.0	0.0	0.0	0.0	0.0	0.0
r_1066	tyrosyl-tRNA synthetase	ATP[c] + L-tyrosine[c] + tRNA(Tyr)[c] => AMP[c] + diphosphate[c] + Tyr-tRNA(Tyr)[c]	0.0026281127483131716	0.0013871783603054274	0.0008794754478463101	0.00027329718463966574	0.010048125060830805	0.0021712082662928996
r_1067	tyrosyl-tRNA synthetase	ATP[m] + L-tyrosine[m] + tRNA(Tyr)[m] => AMP[m] + diphosphate[m] + Tyr-tRNA(Tyr)[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1068	UDP-glucose:ergosterol glucosyltransferase	ergosterol[c] + UDP-D-glucose[c] => ergosterol 3-beta-D-glucoside[c] + H+[c] + UDP[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1069	UDP-N-acetylglucosamine diphosphorylase	H+[c] + N-acetyl-alpha-D-glucosamine 1-phosphate[c] + UTP[c] <=> diphosphate[c] + UDP-N-acetyl-alpha-D-glucosamine[c]	-1.3767151801731507e-21	0.0	1.0323400990511333e-21	0.0	5.472072945854701e-21	0.0
r_1070	UDPglucose 4-epimerase	UDP-D-glucose[c] <=> UDP-D-galactose[c]	0.0	0.0	1.0571162614283613e-18	-1.7774112528332403e-18	0.0	0.0
r_1071	UDPglucose--hexose-1-phosphate uridylyltransferase	alpha-D-galactose 1-phosphate[c] + UDP-D-glucose[c] <=> D-glucose 1-phosphate[c] + UDP-D-galactose[c]	-0.00021339737537254673	-8.910218086046938e-05	-7.24191995276037e-05	-0.00016805184854416777	-3.6068399078926685e-05	-0.00010501574309781882
r_1072	UMP kinase	ATP[c] + UMP[c] => ADP[c] + UDP[c]	0.002736327843804173	0.0027633321425805974	0.0011212230475898804	0.0007258484030811194	0.005682948386387204	0.003637308185976664
r_1073	UMP kinase	ATP[n] + UMP[n] => ADP[n] + UDP[n]	0.0	0.0	0.0	0.0	0.0	0.0
r_1074	uracil phosphoribosyltransferase	PRPP[c] + uracil[c] => diphosphate[c] + UMP[c]	4.147888827265881e-06	9.830297483752576e-06	2.2094974712330497e-06	3.608173276383617e-06	7.5446923626907105e-06	4.607363155610072e-06
r_1075	urea carboxylase	ATP[c] + bicarbonate[c] + urea[c] => ADP[c] + H+[c] + phosphate[c] + urea-1-carboxylic acid[c]	0.0010660747755629055	0.00031032774104713663	0.00037052744466436614	0.00041379426508108283	0.3391365176847213	0.09045487666360166
r_1076	ureidoglycolate hydrolase	2 H+[c] + H2O[c] + ureidoglycolic acid[c] => 2 ammonium[c] + carbon dioxide[c] + glyoxylate[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1077	uridine kinase (ATP:uridine)	ATP[c] + uridine[c] => ADP[c] + H+[c] + UMP[c]	7.97214056090675e-07	4.975862104322222e-06	2.469423218451025e-07	9.907563978249824e-07	5.071054051934438e-07	7.648581750034215e-06
r_1078	uridine kinase (GTP:uridine)	GTP[c] + uridine[c] => GDP[c] + H+[c] + UMP[c]	3.986070280453375e-07	1.1666125565819754e-06	0.0	0.0	4.6882007552510367e-07	0.0
r_1079	uridylate kinase (dUMP)	ATP[c] + dUMP[c] => ADP[c] + dUDP[c]	0.00019076926867316556	0.00021203660018290685	2.2867374481398974e-05	5.315323616642603e-05	0.00029848373352562847	0.00011851786966937309
r_1080	uridylate kinase (dUMP)	ATP[n] + dUMP[n] => ADP[n] + dUDP[n]	1.7884100046092684e-05	8.610586424344291e-05	8.022227761920027e-06	0.0	0.00011407724280709627	6.35289218732553e-05
r_1081	uroporphyrinogen decarboxylase (uroporphyrinogen III)	4 H+[c] + uroporphyrinogen III[c] => 4 carbon dioxide[c] + coproporphyrinogen III[c]	2.8981899804883663e-08	3.405078349740099e-08	1.1017850553057305e-08	6.0902262426496355e-09	7.639823499307652e-08	4.625221048505589e-08
r_1082	uroporphyrinogen methyltransferase	2 S-adenosyl-L-methionine[c] + uroporphyrinogen III[c] => H+[c] + precorrin-2[c] + 2 S-adenosyl-L-homocysteine[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1083	uroporphyrinogen-III synthase	preuroporphyrinogen[c] => H2O[c] + uroporphyrinogen III[c]	2.8981899804883663e-08	3.405078349740099e-08	1.1017850553057305e-08	6.0902262426496355e-09	7.639823499307652e-08	4.625221048505589e-08
r_1084	UTP-glucose-1-phosphate uridylyltransferase	D-glucose 1-phosphate[c] + H+[c] + UTP[c] <=> diphosphate[c] + UDP-D-glucose[c]	0.03618258749923498	0.061677615374061585	0.016218721200146037	0.009714378182520677	0.07383705954837622	0.06112904699632703
r_1085	V-ATPase, Golgi	ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[g] + phosphate[c]	0.00030208670214827607	0.0002793938904887605	0.0	0.00030624901021797683	0.0008238642693491425	0.0005338630477912884
r_1086	V-ATPase, vacuole	ATP[c] + H+[c] + H2O[c] => ADP[c] + 2 H+[v] + phosphate[c]	0.0019667263184827413	0.0005570321676865511	0.0009549973957938338	0.0010707754887410803	0.0020593541578598235	0.0027860812370726685
r_1087	valine transaminase	2-oxoglutarate[c] + L-valine[c] <=> 3-methyl-2-oxobutanoate[c] + L-glutamate[c]	7.446156537876003e-06	0.00024108375614014074	0.004775329093638239	0.0013568173534215147	3.0580552165552005e-05	0.0011954111439680987
r_1088	valine transaminase, mitochondiral	2-oxoglutarate[m] + L-valine[m] <=> 3-methyl-2-oxobutanoate[m] + L-glutamate[m]	-0.007248811402160685	-0.004082900643789848	-0.007199711861873936	-0.0021098098705935077	-0.0277151617626267	-0.007285406176933063
r_1089	valyl-tRNA synthetase	ATP[c] + L-valine[c] + tRNA(Val)[c] => AMP[c] + diphosphate[c] + Val-tRNA(Val)[c]	0.007240994718553244	0.003821960040014073	0.0024231339799036153	0.0007529925171721362	0.027684581210461155	0.005982122147326715
r_1090	valyl-tRNA synthetase	ATP[m] + L-valine[m] + tRNA(Val)[m] => AMP[m] + diphosphate[m] + Val-tRNA(Val)[m]	0.0	0.0	0.0	0.0	0.0	0.0
r_1091	xanthine phosphoribosyltransferase	9H-xanthine[c] + PRPP[c] => diphosphate[c] + xanthosine-5-phosphate[c]	1.9798543088419102e-06	2.7474484760936685e-06	1.879378160077821e-08	5.339165861285127e-06	4.3509799080032155e-08	4.609299021736473e-06
r_1092	xylitol dehydrogenase (D-xyulose-forming)	NAD[c] + xylitol[c] => D-xylulose[c] + H+[c] + NADH[c]	0.7975765618689998	0.9912066228700598	0.0	0.0	0.0	0.0
r_1093	xylose reductase	D-xylose[c] + H+[c] + NADPH[c] => NADP(+)[c] + xylitol[c]	0.9999999999999187	1.0	0.0	0.0	0.0	0.0
r_1094	xylulokinase	ATP[c] + D-xylulose[c] => ADP[c] + D-xylulose 5-phosphate[c] + H+[c]	0.020082664664414607	0.022884380953433068	0.0	0.0	0.0	0.0
r_1095	yUMP synthetase	ribose-5-phosphate[c] + uracil[c] <=> H2O[c] + pseudouridine 5'-phosphate[c]	0.0	0.0	0.0	0.0	0.0	0.0
r_1096	(R)-mevalonate transport	(R)-mevalonate[e] <=> (R)-mevalonate[c]	-5.37314380951108e-07	-2.742135847292659e-06	-1.4093590152167801e-05	-1.402651076903273e-05	-1.0795048030173421e-05	-2.0493694975606486e-06
r_1097	(R,R)-butanediol transport	(R,R)-2,3-butanediol[c] <=> (R,R)-2,3-butanediol[e]	0.0014875113112706386	8.233270028474286e-05	2.1078670090758682e-05	4.4381379413789063e-05	8.482592902528714e-05	0.0009401084078216361
r_1099	2-oxoadipate and 2-oxoglutarate transport	2-oxoadipic acid[m] + 2-oxoglutarate[c] <=> 2-oxoadipic acid[c] + 2-oxoglutarate[m]	0.005164711480242411	0.002707092803047125	0.0017641062229506628	0.0005354341038057303	0.019596918184487437	0.004235769128379623
