FLUXES:
r_3581_REV	glycerol 3-phosphate transport, cytoplasm-lipid particle (reversible)	glycerol 3-phosphate[lp] => glycerol 3-phosphate[c]	0
r_3582_REV	dihydroxyacetone phosphate transport, cytoplasm-lipid particle (reversible)	dihydroxyacetone phosphate[lp] => dihydroxyacetone phosphate[c]	0
r_3583_REV	NADPH transport, cytoplasm-lipid particle (reversible)	NADPH[lp] => NADPH[c]	0
r_3584_REV	NADP(+) transport, cytoplasm-lipid particle (reversible)	NADP(+)[lp] => NADP(+)[c]	0
r_3585_REV	ATP transport, cytoplasm-lipid particle (reversible)	ATP[lp] => ATP[c]	0
r_3586_REV	AMP transport, cytoplasm-lipid particle (reversible)	AMP[lp] => AMP[c]	0.0027287
r_3587_REV	diphosphate transport, cytoplasm-lipid particle (reversible)	diphosphate[lp] => diphosphate[c]	0.0027287
r_3596_REV	H2O transport, cytoplasm-lipid particle (reversible)	H2O[lp] => H2O[c]	0
r_3597_REV	glycerol transport, lipid particle-cytoplasm (reversible)	glycerol[c] => glycerol[lp]	0
r_3598_REV	docosanoyl-CoA transport, lipid particle-cytoplasm (reversible)	docosanoyl-CoA[c] => docosanoyl-CoA[lp]	0
r_3599_REV	tetracosanoyl-CoA transport, lipid particle-cytoplasm (reversible)	tetracosanoyl-CoA[c] => tetracosanoyl-CoA[lp]	0
r_3600_REV	hexacosanoyl-CoA transport, lipid particle-cytoplasm (reversible)	hexacosanoyl-CoA[c] => hexacosanoyl-CoA[lp]	0
r_3601_REV	ATP transport, cytoplasm-cell envelope (reversible)	ATP[ce] => ATP[c]	0
r_3602_REV	ADP transport, cytoplasm-cell envelope (reversible)	ADP[ce] => ADP[c]	0
r_3603_REV	H+ transport, cytoplasm-cell envelope (reversible)	H+[ce] => H+[c]	0
r_3604_REV	H2O transport, cytoplasm-cell envelope (reversible)	H2O[ce] => H2O[c]	0
r_3605_REV	phosphate transport, cytoplasm-cell envelope (reversible)	phosphate[ce] => phosphate[c]	0
r_3606_REV	sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm (reversible)	sn-glycero-3-phosphocholine[c] => sn-glycero-3-phosphocholine[ce]	0
r_3607_REV	1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm (reversible)	1-(sn-glycero-3-phospho)-1D-myo-inositol[c] => 1-(sn-glycero-3-phospho)-1D-myo-inositol[ce]	0
r_3608_REV	palmitate transport, cell envelope-cytoplasm (reversible)	palmitate[c] => palmitate[ce]	0
r_3609_REV	palmitoleate transport, cell envelope-cytoplasm (reversible)	palmitoleate[c] => palmitoleate[ce]	0
r_3610_REV	stearate transport, cell envelope-cytoplasm (reversible)	stearate[c] => stearate[ce]	0
r_3611_REV	oleate transport, cell envelope-cytoplasm (reversible)	oleate[c] => oleate[ce]	0
r_3612_REV	icosanoyl-CoA transport, cell envelope-cytoplasm (reversible)	icosanoyl-CoA[c] => icosanoyl-CoA[ce]	0
r_3613_REV	docosanoyl-CoA transport, cell envelope-cytoplasm (reversible)	docosanoyl-CoA[c] => docosanoyl-CoA[ce]	0
r_3614_REV	tetracosanoyl-CoA transport, cell envelope-cytoplasm (reversible)	tetracosanoyl-CoA[c] => tetracosanoyl-CoA[ce]	0
r_3615_REV	hexacosanoyl-CoA transport, cell envelope-cytoplasm (reversible)	hexacosanoyl-CoA[c] => hexacosanoyl-CoA[ce]	0
r_3628_REV	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm (reversible)	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[c] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce]	0
r_3630_REV	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm (reversible)	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[c] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce]	0
r_3648_REV	H2O transport, cytoplasm-vacuolar membrane (reversible)	H2O[vm] => H2O[c]	0
r_3649_REV	phosphate transport, cytoplasm-vacuolar membrane (reversible)	phosphate[vm] => phosphate[c]	0
r_3650_REV	H+ transport, cytoplasm-vacuolar membrane (reversible)	H+[vm] => H+[c]	0
r_3651_REV	ATP transport, cytoplasm-vacuolar membrane (reversible)	ATP[vm] => ATP[c]	0
r_3652_REV	ADP transport, cytoplasm-vacuolar membrane (reversible)	ADP[vm] => ADP[c]	0
r_3653_REV	carbon dioxide transport, cytoplasm-vacuolar membrane (reversible)	carbon dioxide[vm] => carbon dioxide[c]	0
r_3658_REV	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm (reversible)	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[c] => 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm]	0
r_3660_REV	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm (reversible)	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[c] => 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm]	0
r_3662_REV	H2O transport, cytoplasm-Golgi membrane (reversible)	H2O[gm] => H2O[c]	0
r_3663_REV	phosphate transport, cytoplasm-Golgi membrane (reversible)	phosphate[gm] => phosphate[c]	0
r_3664_REV	H+ transport, cytoplasm-Golgi membrane (reversible)	H+[gm] => H+[c]	0
r_3665_REV	carbon dioxide transport, cytoplasm-Golgi membrane (reversible)	carbon dioxide[gm] => carbon dioxide[c]	0
r_3666_REV	ATP transport, cytoplasm-Golgi membrane (reversible)	ATP[gm] => ATP[c]	0
r_3667_REV	ADP transport, cytoplasm-Golgi membrane (reversible)	ADP[gm] => ADP[c]	0
r_3668_REV	H2O transport, cytoplasm-mitochondrial membrane (reversible)	H2O[mm] => H2O[c]	0
r_3669_REV	carbon dioxide transport, cytoplasm-mitochondrial membrane (reversible)	carbon dioxide[mm] => carbon dioxide[c]	0.00044995
r_3670_REV	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane (reversible)	palmitoleoyl-CoA(4-)[mm] => palmitoleoyl-CoA(4-)[c]	0
r_3671_REV	oleoyl-CoA transport, cytoplasm-mitochondrial membrane (reversible)	oleoyl-CoA[mm] => oleoyl-CoA[c]	0
r_3678_REV	palmitate transport, mitochondrial membrane-cytoplasm (reversible)	palmitate[c] => palmitate[mm]	0
r_3679_REV	stearate transport, mitochondrial membrane-cytoplasm (reversible)	stearate[c] => stearate[mm]	0
r_3680_REV	coenzyme A transport, mitochondrial membrane-cytoplasm (reversible)	coenzyme A[c] => coenzyme A[mm]	0
r_3684_REV	cerotic acid transport, ER membrane-lipid particle (reversible)	cerotic acid[lp] => cerotic acid[erm]	0
r_3701_REV	TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-16:0)[lp] => triglyceride (1-16:0, 2-18:1, 3-16:0)[erm]	0
r_3703_REV	TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-18:0)[lp] => triglyceride (1-16:0, 2-18:1, 3-18:0)[erm]	0
r_3704_REV	TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-18:1)[lp] => triglyceride (1-16:0, 2-18:1, 3-18:1)[erm]	0
r_3709_REV	TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-16:0)[lp] => triglyceride (1-18:0, 2-18:1, 3-16:0)[erm]	0
r_3711_REV	TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-18:0)[lp] => triglyceride (1-18:0, 2-18:1, 3-18:0)[erm]	0
r_3712_REV	TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-18:1)[lp] => triglyceride (1-18:0, 2-18:1, 3-18:1)[erm]	0
r_3717_REV	episterol transport, ER membrane-lipid particle (reversible)	episterol[lp] => episterol[erm]	0
r_3718_REV	fecosterol transport, ER membrane-lipid particle (reversible)	fecosterol[lp] => fecosterol[erm]	0
r_3719_REV	lanosterol transport, ER membrane-lipid particle (reversible)	lanosterol[lp] => lanosterol[erm]	0
r_3720_REV	zymosterol transport, ER membrane-lipid particle (reversible)	zymosterol[lp] => zymosterol[erm]	0
r_3721_REV	ergosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	ergosteryl palmitoleate[lp] => ergosteryl palmitoleate[erm]	0
r_3722_REV	ergosteryl oleate transport, ER membrane-lipid particle (reversible)	ergosteryl oleate[lp] => ergosteryl oleate[erm]	0
r_3723_REV	episteryl palmitoleate transport, ER membrane-lipid particle (reversible)	episteryl palmitoleate[lp] => episteryl palmitoleate[erm]	0
r_3724_REV	episteryl oleate transport, ER membrane-lipid particle (reversible)	episteryl oleate[lp] => episteryl oleate[erm]	0
r_3725_REV	fecosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	fecosteryl palmitoleate[lp] => fecosteryl palmitoleate[erm]	0
r_3726_REV	fecosteryl oleate transport, ER membrane-lipid particle (reversible)	fecosteryl oleate[lp] => fecosteryl oleate[erm]	0
r_3727_REV	lanosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	lanosteryl palmitoleate[lp] => lanosteryl palmitoleate[erm]	0
r_3728_REV	lanosteryl oleate transport, ER membrane-lipid particle (reversible)	lanosteryl oleate[lp] => lanosteryl oleate[erm]	0
r_3729_REV	zymosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	zymosteryl palmitoleate[lp] => zymosteryl palmitoleate[erm]	0
r_3730_REV	zymosteryl oleate transport, ER membrane-lipid particle (reversible)	zymosteryl oleate[lp] => zymosteryl oleate[erm]	0
r_3735_REV	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-16:0, 2-18:1)[lp] => phosphatidylcholine (1-16:0, 2-18:1)[erm]	0
r_3737_REV	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-18:0, 2-18:1)[lp] => phosphatidylcholine (1-18:0, 2-18:1)[erm]	0
r_3743_REV	phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-16:0, 2-18:1)[lp] => phosphatidylethanolamine (1-16:0, 2-18:1)[erm]	0
r_3745_REV	phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-18:0, 2-18:1)[lp] => phosphatidylethanolamine (1-18:0, 2-18:1)[erm]	0
r_3747_REV	1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (16:0)[lp] => 1-acylglycerophosphocholine (16:0)[erm]	0
r_3749_REV	1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (18:0)[lp] => 1-acylglycerophosphocholine (18:0)[erm]	0
r_3751_REV	1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (16:0)[lp] => 1-acylglycerophosphoethanolamine (16:0)[erm]	0
r_3753_REV	1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (18:0)[lp] => 1-acylglycerophosphoethanolamine (18:0)[erm]	0
r_3763_REV	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-16:0, 2-18:1)[mm] => phosphatidate (1-16:0, 2-18:1)[erm]	0
r_3769_REV	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-16:0, 2-18:1)[mm] => phosphatidyl-L-serine (1-16:0, 2-18:1)[erm]	0
r_3771_REV	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-18:0, 2-18:1)[mm] => phosphatidyl-L-serine (1-18:0, 2-18:1)[erm]	0
r_3785_REV	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-16:0, 2-18:1)[mm] => phosphatidylcholine (1-16:0, 2-18:1)[erm]	-3.7125e-21
r_3787_REV	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-18:0, 2-18:1)[mm] => phosphatidylcholine (1-18:0, 2-18:1)[erm]	0
r_3793_REV	diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-16:0, 2-18:1)[gm] => diglyceride (1-16:0, 2-18:1)[erm]	0
r_3795_REV	diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-18:0, 2-18:1)[gm] => diglyceride (1-18:0, 2-18:1)[erm]	0
r_3801_REV	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-16:0, 2-18:1)[gm] => phosphatidate (1-16:0, 2-18:1)[erm]	0
r_3803_REV	phosphatidate (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-18:0, 2-18:1)[gm] => phosphatidate (1-18:0, 2-18:1)[erm]	0
r_3809_REV	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	0
r_3811_REV	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	0
r_3833_REV	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	phosphatidate (1-16:0, 2-18:1)[vm] => phosphatidate (1-16:0, 2-18:1)[erm]	0
r_3835_REV	phosphatidate (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	phosphatidate (1-18:0, 2-18:1)[vm] => phosphatidate (1-18:0, 2-18:1)[erm]	0
r_3841_REV	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	0
r_3843_REV	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	0
r_3849_REV	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	phosphatidyl-L-serine (1-16:0, 2-18:1)[vm] => phosphatidyl-L-serine (1-16:0, 2-18:1)[erm]	0
r_3851_REV	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-vacuolar membrane (reversible)	phosphatidyl-L-serine (1-18:0, 2-18:1)[vm] => phosphatidyl-L-serine (1-18:0, 2-18:1)[erm]	0
r_3873_REV	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[ce] => 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	0
r_3875_REV	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	0
r_3881_REV	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidylcholine (1-16:0, 2-18:1)[ce] => phosphatidylcholine (1-16:0, 2-18:1)[erm]	0
r_3883_REV	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidylcholine (1-18:0, 2-18:1)[ce] => phosphatidylcholine (1-18:0, 2-18:1)[erm]	0
r_3889_REV	phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidylethanolamine (1-16:0, 2-18:1)[ce] => phosphatidylethanolamine (1-16:0, 2-18:1)[erm]	0
r_3891_REV	phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidylethanolamine (1-18:0, 2-18:1)[ce] => phosphatidylethanolamine (1-18:0, 2-18:1)[erm]	0
r_3897_REV	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidyl-L-serine (1-16:0, 2-18:1)[ce] => phosphatidyl-L-serine (1-16:0, 2-18:1)[erm]	0
r_3899_REV	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-cell envelope (reversible)	phosphatidyl-L-serine (1-18:0, 2-18:1)[ce] => phosphatidyl-L-serine (1-18:0, 2-18:1)[erm]	0
r_3902_REV	cerotic acid transport, cell envelope-ER membrane (reversible)	cerotic acid[erm] => cerotic acid[ce]	0
r_3927_REV	zymosteryl palmitoleate transport, ER membrane-cell envelope (reversible)	zymosteryl palmitoleate[ce] => zymosteryl palmitoleate[erm]	0
r_3928_REV	zymosteryl oleate transport, ER membrane-cell envelope (reversible)	zymosteryl oleate[ce] => zymosteryl oleate[erm]	0
r_3933_REV	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, ER membrane-nucleus (reversible)	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n] => 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	0
r_3935_REV	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, ER membrane-nucleus (reversible)	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	0
r_3938_REV	cerotic acid transport, ER membrane-ER (reversible)	cerotic acid[er] => cerotic acid[erm]	0
r_3939_REV	ergosterol transport, ER-ER membrane (reversible)	ergosterol[erm] => ergosterol[er]	0
r_3945_REV	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) transport, vacuolar membrane-Golgi membrane (reversible)	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[gm] => 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm]	0
r_3947_REV	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) transport, vacuolar membrane-Golgi membrane (reversible)	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[gm] => 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm]	0
r_3953_REV	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cell envelope (reversible)	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[ce] => 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm]	0
r_3955_REV	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cell envelope (reversible)	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[ce] => 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm]	0
r_3957_REV	H+ transport, mitochondrion-mitochondrial membrane (reversible)	H+[mm] => H+[m]	0
r_3958_REV	glycerol 3-phosphate transport, mitochondrion-mitochondrial membrane (reversible)	glycerol 3-phosphate[mm] => glycerol 3-phosphate[m]	-1.5216e-05
r_3959_REV	CMP transport, mitochondrion-mitochondrial membrane (reversible)	CMP[mm] => CMP[m]	3.0432e-05
r_3960_REV	CTP transport, mitochondrion-mitochondrial membrane (reversible)	CTP[mm] => CTP[m]	0
r_3961_REV	phosphate transport, mitochondrion-mitochondrial membrane (reversible)	phosphate[mm] => phosphate[m]	1.5216e-05
r_3962_REV	diphosphate transport, mitochondrion-mitochondrial membrane (reversible)	diphosphate[mm] => diphosphate[m]	3.0432e-05
r_3987_REV	phosphatidyl-L-serine transport, ER membrane-cytoplasm (reversible)	phosphatidyl-L-serine backbone[c] => phosphatidyl-L-serine backbone[erm]	0
r_3996_REV	phosphatidylcholine transport, ER membrane-cytoplasm (reversible)	phosphatidylcholine backbone[c] => phosphatidylcholine backbone[erm]	0
r_4005_REV	phosphatidylethanolamine transport, ER membrane-cytoplasm (reversible)	phosphatidylethanolamine backbone[c] => phosphatidylethanolamine backbone[erm]	0
r_4038_REV	triglyceride transport, ER membrane-cytoplasm (reversible)	triglyceride backbone[c] => triglyceride backbone[erm]	0
r_4040_REV	heme a transport (reversible)	heme a[c] => heme a[m]	0
r_4043_REV	raffinose exchange (reversible)	 => raffinose[e]	0
r_4044_REV	melibiose exchange (reversible)	 => melibiose[e]	0
r_4161_REV	Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2) (reversible)	L-arginine[c] => L-arginine[v]	0
r_4162_REV	Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2) (reversible)	L-histidine[c] => L-histidine[v]	0
r_4163_REV	Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2) (reversible)	L-lysine[c] => L-lysine[v]	0
r_4168_REV	Probable metabolite transport protein YBR241C (reversible)	D-fructose[v] => D-fructose[c]	0
r_4169_REV	Probable metabolite transport protein YBR241C (reversible)	D-galactose[v] => D-galactose[c]	0
r_4184_REV	4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming) (reversible)	2 pyruvate[c] => 4-hydroxy-4-methyl-2-oxoglutarate[c]	0
r_4195_REV	Zinc transporter YKE4 (reversible)	Zn(2+)[v] => Zn(2+)[m]	0
r_4263_REV	Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal] (reversible)	chloride[c] => chloride[g]	0
r_4291_REV	D-Glyceraldehyde:NAD+ oxidoreductase (reversible)	2 H+[c] + NADH[c] + D-Glycerate[c] => D-glyceraldehyde[c] + H2O[c] + NAD[c]	0
r_4292_REV	4-Aminobutyraldehyde:NAD+ oxidoreductase (reversible)	gamma-aminobutyrate[c] + 2 H+[c] + NADPH[c] => 4-aminobutanal[c] + H2O[c] + NADP(+)[c]	0
r_4295_REV	2-Propyn-1-al:NAD+ oxidoreductase (reversible)	2 H+[c] + NADH[c] + Propynoate[c] => H2O[c] + NAD[c] + 2-Propynal[c]	0
r_4296_REV	D-Glucuronolactone:NAD+ oxidoreductase (reversible)	3 H+[c] + NADH[c] + D-Glucarate[c] => 2 H2O[c] + NAD[c] + D-Glucuronolactone[c]	0
r_4297_REV	4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase; 4-Trimethylammoniobutanal:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + 4-Trimethylammoniobutanoate[c] => H2O[c] + NAD[c] + 4-Trimethylammoniobutanal[c]	0
r_4298_REV	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (reversible)	2 H+[c] + NADH[c] + Methylmalonate[c] => H2O[c] + NAD[c] + (S)-Methylmalonate semialdehyde[c]	0
r_4299_REV	Imidazole acetaldehyde:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + Imidazole-4-acetate[c] => H2O[c] + NAD[c] + Imidazole-4-acetaldehyde[c]	0
r_4300_REV	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase (reversible)	2 H+[c] + NADH[c] + 3alpha,7alpha-Dihydroxy-5beta-cholestanate[c] => H2O[c] + NAD[c] + 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al[c]	0
r_4301_REV	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + 5-Hydroxyindoleacetate[c] => H2O[c] + NAD[c] + 5-Hydroxyindoleacetaldehyde[c]	0
r_4302_REV	N4-Acetylaminobutanal:NAD+ oxidoreductase (reversible)	2 H+[c] + NADH[c] + 4-Acetamidobutanoate[c] => H2O[c] + NAD[c] + N4-Acetylaminobutanal[c]	0
r_4303_REV	Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3) (reversible)	2 H+[c] + trans-3-Chloroacrylic acid[c] => H2O[c] + trans-3-Chloroallyl aldehyde[c]	0
r_4304_REV	Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3) (reversible)	2 H+[c] + cis-3-Chloroacrylic acid[c] => H2O[c] + cis-3-Chloroallyl aldehyde[c]	0
r_4305_REV	Chloroacetaldehyde:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + Chloroacetic acid[c] => H2O[c] + NAD[c] + Chloroacetaldehyde[c]	0
r_4306_REV	Aldehyde:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + Perillic acid[c] => H2O[c] + NAD[c] + Perillyl aldehyde[c]	0
r_4307_REV	farnesal:NAD+ oxidoreductase (reversible)	H+[c] + NADH[c] + Farnesoic acid[c] => H2O[c] + NAD[c] + 2-trans,6-trans-Farnesal[c]	0
r_4312_REV	S-adenosyl-L-methionine:carnosine N-methyltransferase (reversible)	H+[c] + S-adenosyl-L-homocysteine[c] + anserine[c] => S-adenosyl-L-methionine[c] + carnosine[c]	0
r_4327_REV	Magnesium transporter MRS2, mitochondrial (RNA-splicing protein MRS2) (reversible)	Mg(2+)[m] => Mg(2+)[c]	0
r_4329_REV	Putative sulfate transporter YPR003C (reversible)	sulphate[er] => sulphate[c]	0
r_4332_REV	Protein PNS1 (pH nine-sensitive protein 1) (reversible)	choline[e] => choline[c]	0
r_4337_REV	Iron-sulfur clusters transporter ATM1, mitochondrial (reversible)	ADP[m] + H+[m] + phosphate[m] + porphyrin[c] => ATP[m] + H2O[m] + porphyrin[m]	0
t_0008_REV	torularhodin synthase (reversible)	torularhodin[c] => torulene[c] + oxygen[c]	0
t_0015_REV	fatty acylcarnitine transport (C16:0) (reversible)	O-palmitoylcarnitine[m] + (R)-carnitine[c] => O-palmitoylcarnitine[c] + (R)-carnitine[m]	0
t_0016_REV	fatty acylcarnitine transport (C18:0) (reversible)	O-stearoylcarnitine[m] + (R)-carnitine[c] => O-stearoylcarnitine[c] + (R)-carnitine[m]	0
t_0017_REV	fatty acylcarnitine transport (C20:0) (reversible)	O-icosanoylcarnitine[m] + (R)-carnitine[c] => O-icosanoylcarnitine[c] + (R)-carnitine[m]	0
